Speaker	Vowel	Context	F1/S(F1)	F2/S(F2)	F1g/S(F1g)	F2g/S(F2g)
3397	HAPPY	privilege	0.801	0.987	NA	NA
3397	HAPPY	privilege	0.512	1.881	NA	NA
3397	HAPPY	privilege	0.885	1.456	NA	NA
3397	FLEECE	wheat	0.837	1.846	NA	NA
3397	HAPPY	is	0.76	1.584	NA	NA
3397	BAT	a	1.008	1.675	NA	NA
3397	BAT	grass	1.597	1.034	NA	NA
3397	HAPPY	widely	0.769	1.813	NA	NA
3397	THOUGHT	cultivated	1.17	0.681	NA	NA
3397	HAPPY	cultivated	4.042	2.62	NA	NA
3397	FACE	cultivated	0.913	1.693	NA	NA
3397	DRESS	cultivated	1.074	1.413	NA	NA
3397	THOUGHT	for	1.03	0.569	NA	NA
3397	HAPPY	its	0.812	1.801	NA	NA
3397	FLEECE	seed	0.782	1.799	NA	NA
3397	BAT	a	5.696	2.343	NA	NA
3397	HAPPY	cereal	0.772	1.678	NA	NA
3397	HAPPY	cereal	0.975	1.09	NA	NA
3397	BAT	cereal	1.035	0.903	NA	NA
3397	FACE	grain	1.061	1.369	NA	NA
3397	HAPPY	which	0.916	1.728	NA	NA
3397	HAPPY	is	0.854	1.636	NA	NA
3397	BAT	a	0.886	1.066	NA	NA
3397	THOUGHT	worldwide	0.986	0.524	NA	NA
3397	FACE	staple	0.878	1.696	NA	NA
3397	FOOT	staple	0.964	0.509	NA	NA
3397	STEW	food	0.689	1.495	NA	NA
3397	HAPPY	improve	1.059	1.8	NA	NA
3397	STEW	improve	0.85	0.811	NA	NA
3397	THOUGHT	your	1.078	1.083	NA	NA
3397	DRESS	headphone	1.163	1.205	NA	NA
3397	HOAX	headphone	1.062	1.014	NA	NA
3397	HAPPY	experience	1.303	1.672	NA	NA
3397	HAPPY	experience	0.904	1.249	NA	NA
3397	HAPPY	experience	1.255	1.548	NA	NA
3397	DRESS	experience	0.96	1.299	NA	NA
3397	DRESS	sending	1.563	1.717	NA	NA
3397	HAPPY	sending	1.202	1.775	NA	NA
3397	DRESS	headphone	1.108	1.322	NA	NA
3397	HOAX	headphone	1.418	1.015	NA	NA
3397	BAT	diagnostics	1.514	1.035	NA	NA
3397	THOUGHT	diagnostics	1.311	0.961	NA	NA
3397	HAPPY	diagnostics	0.814	1.636	NA	NA
3397	STEW	usage	0.703	1.64	NA	NA
3397	HAPPY	usage	0.745	1.669	NA	NA
3397	FACE	data	0.762	1.814	NA	NA
3397	BAT	data	1.377	1.061	NA	NA
3397	BAT	and	1.673	1.103	NA	NA
3397	BAT	crash	1.382	1.053	NA	NA
3397	HAPPY	reports	0.834	0.819	NA	NA
3397	THOUGHT	reports	1.189	0.767	NA	NA
3397	STEW	to	0.895	1.143	NA	NA
3397	STEW	google	0.846	0.579	NA	NA
3397	FOOT	google	0.924	0.549	NA	NA
3397	BAT	ramadan	1.377	1.129	NA	NA
3397	BAT	ramadan	1.6	0.989	NA	NA
3397	BAT	ramadan	1.712	1.322	NA	NA
3397	HAPPY	in	0.6	0.884	NA	NA
3397	HAPPY	the	0.699	1.773	NA	NA
3397	STEW	united	0.768	1.878	NA	NA
3397	DRESS	united	1.114	1.509	NA	NA
3397	FACE	states	0.775	1.786	NA	NA
3397	HAPPY	is	2.875	1.906	NA	NA
3397	THOUGHT	from	0.647	0.59	NA	NA
3397	FACE	may	1.043	1.827	NA	NA
3397	THOUGHT	until	1.37	1.082	NA	NA
3397	HAPPY	until	1.007	1.688	NA	NA
3397	STEW	july	0.806	1.128	NA	NA
3397	STEW	who	0.714	0.895	NA	NA
3397	HAPPY	resisted	0.719	1.467	NA	NA
3397	HAPPY	resisted	0.803	1.586	NA	NA
3397	DRESS	resisted	1.021	1.226	NA	NA
3397	GLARE	were	1.029	1.385	NA	NA
3397	HAPPY	killed	0.892	1.309	NA	NA
3397	HAPPY	in	0.891	1.895	NA	NA
3397	HAPPY	reprisal	0.796	0.615	NA	NA
3397	BAT	reprisal	1.143	0.968	NA	NA
3397	THOUGHT	for	1.21	0.631	NA	NA
3397	BAT	attacks	1.457	1.007	NA	NA
3397	BAT	attacks	1.445	0.94	NA	NA
3397	THOUGHT	on	0.992	0.969	NA	NA
3397	GIRL	german	1.146	1.124	NA	NA
3397	BAT	german	0.854	0.801	NA	NA
3397	HOAX	soldiers	0.942	0.692	NA	NA
3397	BAT	soldiers	0.884	1.513	NA	NA
3397	BAT	add	1.646	0.77	NA	NA
3397	THOUGHT	your	1.078	0.926	NA	NA
3397	HOAX	home	0.806	0.558	NA	NA
3397	BAT	and	1.432	1.085	NA	NA
3397	THOUGHT	work	1.121	0.64	NA	NA
3397	HOAX	locations	0.902	0.913	NA	NA
3397	FACE	locations	0.881	1.264	NA	NA
3397	THOUGHT	locations	1.49	1.732	NA	NA
3397	HOAX	so	0.962	1.329	NA	NA
3397	YOU	you	0.799	1.367	NA	NA
3397	BAT	can	1.257	0.864	NA	NA
3397	BAT	ask	1.68	1.011	NA	NA
3397	THOUGHT	your	1.326	1.358	NA	NA
3397	BAT	assistant	1.404	1.072	NA	NA
3397	HAPPY	assistant	0.82	1.516	NA	NA
3397	BAT	assistant	1.761	1.032	NA	NA
3397	THOUGHT	your	1.094	0.676	NA	NA
3397	THOUGHT	commute	1.07	0.467	NA	NA
3397	STEW	commute	0.682	1.382	NA	NA
3397	HAPPY	it's	0.621	1.816	NA	NA
3397	FACE	taking	0.904	1.675	NA	NA
3397	HAPPY	taking	0.928	1.753	NA	NA
3397	THOUGHT	longer	1.011	0.755	NA	NA
3397	BAT	longer	1.3	1.027	NA	NA
3397	BAT	than	1.514	1.439	NA	NA
3397	STEW	usual	0.594	1.71	NA	NA
3397	FOOT	usual	0.855	0.919	NA	NA
3397	BAT	usual	1.037	0.683	NA	NA
3397	STEW	to	0.692	1.456	NA	NA
3397	DRESS	send	1.231	1.736	NA	NA
3397	THOUGHT	your	0.895	0.832	NA	NA
3397	DRESS	message	1.258	1.649	NA	NA
3397	HAPPY	message	0.783	1.596	NA	NA
3397	BAT	draft	1.615	0.946	NA	NA
3397	THOUGHT	already	1.174	0.917	NA	NA
3397	DRESS	already	1.059	1.317	NA	NA
3397	HAPPY	already	0.797	1.671	NA	NA
3397	STEW	uses	0.459	1.953	NA	NA
3397	DRESS	uses	3.557	2.468	NA	NA
3397	HOAX	locale	0.853	0.651	NA	NA
3397	BAT	locale	0.915	1.362	NA	NA
3397	BAT	as	1.683	1.074	NA	NA
3397	BAT	a	0.846	1.597	NA	NA
3397	BAT	language	1.742	1.006	NA	NA
3397	HAPPY	language	0.914	1.764	NA	NA
3397	HOAX	so	0.937	1.444	NA	NA
3397	HAPPY	it	0.855	1.71	NA	NA
3397	BAT	cannot	1.458	0.982	NA	NA
3397	THOUGHT	cannot	1.206	0.891	NA	NA
3397	FLEECE	be	0.533	1.861	NA	NA
3397	STEW	used	0.695	1.775	NA	NA
3397	BAT	again	0.768	1.754	NA	NA
3397	FACE	again	1.052	1.752	NA	NA
3397	THOUGHT	for	1.121	0.952	NA	NA
3397	HOAX	localisation	0.964	0.728	NA	NA
3397	BAT	localisation	1.268	0.819	NA	NA
3397	FACE	localisation	0.894	1.73	NA	NA
3397	THOUGHT	localisation	0.896	0.895	NA	NA
3397	FLEECE	we	0.901	1.817	NA	NA
3397	HOAX	know	1.187	1.016	NA	NA
3397	GLARE	there	1.339	1.469	NA	NA
3397	BAT	are	1.106	1.14	NA	NA
3397	BAT	a	1.034	1.168	NA	NA
3397	THOUGHT	lot	1.093	0.94	NA	NA
3397	THOUGHT	of	0.989	0.719	NA	NA
3397	HAPPY	trivia	0.831	1.663	NA	NA
3397	HAPPY	trivia	1.099	1.497	NA	NA
3397	BAT	trivia	1.337	0.82	NA	NA
3397	THOUGHT	options	1.173	0.804	NA	NA
3397	THOUGHT	options	0.602	1.09	NA	NA
3397	GLARE	there	1.049	1.429	NA	NA
3397	THOUGHT	popular	1.217	0.734	NA	NA
3397	FOOT	popular	0.914	1.025	NA	NA
3397	BAT	popular	1.561	0.981	NA	NA
3397	DRESS	destinations	0.964	1.659	NA	NA
3397	HAPPY	destinations	0.524	0.97	NA	NA
3397	FACE	destinations	0.792	1.584	NA	NA
3397	THOUGHT	destinations	0.762	0.861	NA	NA
3397	HAPPY	include	0.638	1.64	NA	NA
3397	STEW	include	0.783	0.636	NA	NA
3397	HAPPY	islamabad	0.783	1.78	NA	NA
3397	BAT	islamabad	1.48	0.995	NA	NA
3397	BAT	islamabad	1.407	0.91	NA	NA
3397	BAT	islamabad	1.475	0.999	NA	NA
3397	BAT	and	1.491	1.236	NA	NA
3397	BAT	zagreb	1.317	0.848	NA	NA
3397	DRESS	zagreb	1.14	1.661	NA	NA
3397	HAPPY	regarding	0.862	1.539	NA	NA
3397	BAT	regarding	1.633	1.146	NA	NA
3397	HAPPY	regarding	0.888	1.835	NA	NA
3397	BAT	another	1.687	1.079	NA	NA
3397	THOUGHT	another	1.234	0.861	NA	NA
3397	BAT	another	1.214	1.034	NA	NA
3397	THOUGHT	work	1.112	0.571	NA	NA
3397	BAT	assumed	1.501	0.904	NA	NA
3397	STEW	assumed	0.913	0.798	NA	NA
3397	THOUGHT	connection	1.086	0.875	NA	NA
3397	DRESS	connection	1.182	1.021	NA	NA
3397	THOUGHT	connection	1.122	0.768	NA	NA
3397	BAT	and	1.428	0.788	NA	NA
3397	BAT	allusions	1.139	0.883	NA	NA
3397	STEW	allusions	0.859	1.772	NA	NA
3397	THOUGHT	allusions	0.762	0.947	NA	NA
3397	STEW	to	0.685	1.335	NA	NA
3397	HAPPY	this	0.68	1.713	NA	NA
3397	THOUGHT	form	0.739	0.564	NA	NA
3397	FACE	gaiman	0.901	1.816	NA	NA
3397	BAT	gaiman	1.734	1.146	NA	NA
3397	HAPPY	himself	0.639	1.801	NA	NA
3397	DRESS	himself	1.177	1.254	NA	NA
3397	HAPPY	quipped	0.701	1.571	NA	NA
3397	DRESS	never	1.405	1.628	NA	NA
3397	BAT	never	1.665	1.151	NA	NA
3397	FLEECE	been	0.925	1.92	NA	NA
3397	FACE	able	0.796	1.979	NA	NA
3397	FOOT	able	0.98	0.416	NA	NA
3397	STEW	to	4.762	2.14	NA	NA
3397	HAPPY	figure	0.711	1.589	NA	NA
3397	BAT	figure	1.153	0.758	NA	NA
3397	DRESS	whether	0.901	1.399	NA	NA
3397	BAT	whether	1.174	1.687	NA	NA
3397	BAT	sandman	1.841	1.077	NA	NA
3397	BAT	sandman	1.538	0.799	NA	NA
3397	HAPPY	is	0.643	1.837	NA	NA
3397	BAT	a	0.737	1.821	NA	NA
3397	THOUGHT	gothic	1.217	0.762	NA	NA
3397	HAPPY	gothic	0.849	1.681	NA	NA
3397	HAPPY	women's	0.814	1.59	NA	NA
3397	HAPPY	women's	1.376	1.634	NA	NA
3397	THOUGHT	organizations	1.167	0.989	NA	NA
3397	BAT	organizations	1.098	0.807	NA	NA
3397	FACE	organizations	0.9	0.778	NA	NA
3397	THOUGHT	organizations	1.089	0.972	NA	NA
3397	THOUGHT	such	1.282	1.004	NA	NA
3397	FACE	as	1.337	1.118	NA	NA
3397	HAPPY	de	0.761	1.786	NA	NA
3397	BAT	and	1.71	1.21	NA	NA
3397	BAT	and	1.653	1.177	NA	NA
3397	FACE	play	0.949	1.713	NA	NA
3397	HAPPY	important	1.011	2.129	NA	NA
3397	THOUGHT	important	1.247	0.791	NA	NA
3397	BAT	important	1.61	1.01	NA	NA
3397	HOAX	roles	0.894	0.777	NA	NA
3397	HAPPY	in	1.038	1.695	NA	NA
3397	HAPPY	giving	0.76	1.75	NA	NA
3397	HAPPY	giving	0.88	1.746	NA	NA
3397	HAPPY	the	0.663	1.635	NA	NA
3397	HAPPY	women	0.696	1.727	NA	NA
3397	DRESS	women	1.196	1.634	NA	NA
3397	BAT	and	1.33	1.133	NA	NA
3397	FACE	status	0.925	1.664	NA	NA
3397	YOU	status	1.22	0.807	NA	NA
3397	HAPPY	in	0.476	1.583	NA	NA
3397	THOUGHT	society	0.682	1.308	NA	NA
3397	DRESS	society	0.934	1.698	NA	NA
3397	HAPPY	society	0.982	1.639	NA	NA
3397	GIRL	turned	1.473	0.965	NA	NA
3397	STEW	to	0.817	1.256	NA	NA
3397	HAPPY	historical	0.664	1.64	NA	NA
3397	THOUGHT	historical	1.005	1.171	NA	NA
3397	HAPPY	historical	0.921	1.105	NA	NA
3397	BAT	historical	1.424	0.934	NA	NA
3397	HAPPY	pictures	0.96	1.498	NA	NA
3397	DRESS	pictures	1.051	0.7	NA	NA
3397	THOUGHT	from	1.587	1.07	NA	NA
3397	BAT	around	1.264	0.872	NA	NA
3397	STEW	to	1.304	0.921	NA	NA
3397	BAT	avoid	1.22	0.825	NA	NA
3397	THOUGHT	confrontations	1.272	0.751	NA	NA
3397	THOUGHT	confrontations	0.908	0.834	NA	NA
3397	FACE	confrontations	0.963	1.434	NA	NA
3397	THOUGHT	confrontations	1.061	0.952	NA	NA
3397	HAPPY	with	0.772	1.604	NA	NA
3397	HAPPY	the	0.764	1.605	NA	NA
3397	FLEECE	breen	0.794	1.772	NA	NA
3397	THOUGHT	office	1.346	0.784	NA	NA
3397	HAPPY	office	0.878	1.41	NA	NA
3397	HAPPY	the	0.852	1.092	NA	NA
3397	THOUGHT	products	0.977	0.889	NA	NA
3397	YOU	products	1.27	0.975	NA	NA
3397	HAPPY	exported	1.059	1.248	NA	NA
3397	THOUGHT	exported	1.213	0.776	NA	NA
3397	DRESS	exported	1.155	1.278	NA	NA
3397	THOUGHT	from	1.881	1.335	NA	NA
3397	BAT	kano	1.471	0.976	NA	NA
3397	HOAX	kano	0.924	0.998	NA	NA
3397	STEW	to	0.82	0.994	NA	NA
3397	THOUGHT	north	1.295	0.767	NA	NA
3397	BAT	africa	1.403	0.963	NA	NA
3397	HAPPY	africa	0.815	1.242	NA	NA
3397	BAT	africa	1.31	1.011	NA	NA
3397	HAPPY	include	1.219	1.752	NA	NA
3397	STEW	include	0.821	0.811	NA	NA
3397	DRESS	textile	1.264	1.316	NA	NA
3397	BAT	materials	1.716	1.003	NA	NA
3397	HAPPY	materials	0.928	1.361	NA	NA
3397	HAPPY	materials	1.121	1.203	NA	NA
3397	BAT	materials	1.391	1.02	NA	NA
3397	DRESS	leather	1.342	1.383	NA	NA
3397	BAT	leather	1.57	0.976	NA	NA
3397	DRESS	and	1.735	1.518	NA	NA
3397	FACE	grains	0.676	0.769	NA	NA
3397	HAPPY	depending	0.74	1.712	NA	NA
3397	DRESS	depending	1.266	1.609	NA	NA
3397	HAPPY	depending	0.924	1.723	NA	NA
3397	THOUGHT	on	1.076	0.962	NA	NA
3397	HAPPY	the	0.835	1.311	NA	NA
3397	THOUGHT	cost	1.209	0.818	NA	NA
3397	THOUGHT	of	1.124	0.772	NA	NA
3397	FACE	labour	0.885	1.811	NA	NA
3397	THOUGHT	labour	1.107	0.52	NA	NA
3397	DRESS	methods	1.199	1.481	NA	NA
3397	THOUGHT	methods	1.161	0.84	NA	NA
3397	THOUGHT	from	0.963	0.65	NA	NA
3397	THOUGHT	combines	1.351	0.562	NA	NA
3397	STEW	to	0.989	1.003	NA	NA
3397	BAT	hand	1.463	0.908	NA	NA
3397	STEW	tools	0.943	0.738	NA	NA
3397	THOUGHT	such	1.241	0.964	NA	NA
3397	FACE	as	1.399	1.109	NA	NA
3397	BAT	the	0.919	1.364	NA	NA
3397	THOUGHT	or	1.198	0.672	NA	NA
3397	FACE	grain	0.968	1.187	NA	NA
3397	FACE	cradle	0.938	1.229	NA	NA
3397	FOOT	cradle	0.895	0.81	NA	NA
3397	BAT	are	1.596	1.01	NA	NA
3397	HAPPY	in	0.876	1.718	NA	NA
3397	STEW	use	0.619	1.616	NA	NA
3397	BAT	had	1.447	1.18	NA	NA
3397	HAPPY	little	0.79	1.773	NA	NA
3397	FOOT	little	0.963	1.215	NA	NA
3397	BAT	capital	1.508	0.965	NA	NA
3397	HAPPY	capital	3.761	1.867	NA	NA
3397	BAT	capital	1.262	1.005	NA	NA
3397	BAT	and	1.186	0.868	NA	NA
3397	FOOT	could	0.944	0.956	NA	NA
3397	THOUGHT	not	1.172	0.83	NA	NA
3397	FACE	pay	1.084	1.275	NA	NA
3397	BAT	an	1.442	1.046	NA	NA
3397	BAT	advance	1.355	0.953	NA	NA
3397	BAT	advance	1.157	0.934	NA	NA
3397	THOUGHT	but	1.049	0.779	NA	NA
3397	HAPPY	he	0.74	1.809	NA	NA
3397	THOUGHT	got	1.161	0.941	NA	NA
3397	BAT	a	0.748	1.719	NA	NA
3397	HAPPY	review	0.62	1.514	NA	NA
3397	STEW	review	0.786	0.72	NA	NA
3397	THOUGHT	copy	1.193	0.791	NA	NA
3397	HAPPY	copy	0.909	1.525	NA	NA
3397	THOUGHT	onto	1.138	0.822	NA	NA
3397	STEW	onto	0.974	1.221	NA	NA
3397	DRESS	every	1.061	1.652	NA	NA
3397	DRESS	every	2.548	1.538	NA	NA
3397	HAPPY	every	0.762	1.731	NA	NA
3397	DRESS	desk	1.112	1.764	NA	NA
3397	HAPPY	in	0.584	0.593	NA	NA
3397	THOUGHT	london	0.952	0.763	NA	NA
3397	YOU	london	1.163	0.765	NA	NA
3397	BAT	that	1.31	1.039	NA	NA
3397	BAT	mattered	1.676	1.01	NA	NA
3397	BAT	mattered	0.815	1.018	NA	NA
3397	THOUGHT	one	1.496	0.791	NA	NA
3397	BAT	can	1.976	1.064	NA	NA
3397	THOUGHT	also	1.294	0.678	NA	NA
3397	HOAX	also	0.962	0.864	NA	NA
3397	HAPPY	define	0.632	1.773	NA	NA
3397	BAT	paths	1.737	0.985	NA	NA
3397	STEW	loops	0.669	0.598	NA	NA
3397	HAPPY	in	0.651	0.969	NA	NA
3397	DRESS	pointed	1.117	1.521	NA	NA
3397	FACE	spaces	0.632	1.973	NA	NA
3397	DRESS	spaces	0.842	1.361	NA	NA
3397	THOUGHT	on	1.143	0.622	NA	NA
3397	BAT	american	1.607	0.797	NA	NA
3397	DRESS	american	1.021	0.799	NA	NA
3397	HAPPY	american	0.93	1.589	NA	NA
3397	BAT	american	1.429	1.031	NA	NA
3397	GLARE	airlines	1.175	1.181	NA	NA
3397	THOUGHT	from	1.01	0.651	NA	NA
3397	BAT	san	1.593	0.901	NA	NA
3397	BAT	francisco	1.245	1.189	NA	NA
3397	HAPPY	francisco	0.938	1.387	NA	NA
3397	HOAX	francisco	0.903	0.756	NA	NA
3397	STEW	to	0.881	1.37	NA	NA
3397	BAT	bangalore	1.474	0.9	NA	NA
3397	BAT	bangalore	1.169	1.665	NA	NA
3397	THOUGHT	bangalore	1.101	0.541	NA	NA
3397	FLEECE	leaving	0.663	1.826	NA	NA
3397	HAPPY	leaving	1.089	1.925	NA	NA
3397	FACE	april	0.85	1.925	NA	NA
3397	HAPPY	april	0.916	0.903	NA	NA
3397	DRESS	twenty	1.158	1.366	NA	NA
3397	HAPPY	twenty	0.843	1.478	NA	NA
3397	GIRL	third	1.13	0.726	NA	NA
3397	BAT	and	1.492	0.992	NA	NA
3397	THOUGHT	coming	1.229	0.767	NA	NA
3397	HAPPY	coming	1.046	1.877	NA	NA
3397	BAT	back	1.486	1.014	NA	NA
3397	FACE	may	1.003	1.922	NA	NA
3397	HAPPY	the	0.409	1.61	NA	NA
3397	DRESS	second	1.266	1.493	NA	NA
3397	THOUGHT	second	1.268	1.328	NA	NA
3397	BAT	start	1.845	1.038	NA	NA
3397	BAT	at	1.753	1.077	NA	NA
3397	THOUGHT	hundred	0.853	0.701	NA	NA
3397	BAT	hundred	1.178	1.525	NA	NA
3397	THOUGHT	dollars	1.097	0.572	NA	NA
3397	BAT	dollars	0.811	0.936	NA	NA
3397	HAPPY	the	0.398	1.464	NA	NA
3397	FACE	patient	0.972	1.606	NA	NA
3397	DRESS	patient	1.25	1.285	NA	NA
3397	DRESS	presents	0.895	1.311	NA	NA
3397	DRESS	presents	1.299	1.651	NA	NA
3397	HAPPY	delusions	0.664	1.549	NA	NA
3397	STEW	delusions	0.729	1.19	NA	NA
3397	THOUGHT	delusions	0.893	0.833	NA	NA
3397	THOUGHT	but	0.929	0.682	NA	NA
3397	HAPPY	with	0.599	1.743	NA	NA
3397	HOAX	no	0.886	0.897	NA	NA
3397	BAT	accompanying	1.052	0.88	NA	NA
3397	THOUGHT	accompanying	0.937	0.665	NA	NA
3397	BAT	accompanying	0.625	0.919	NA	NA
3397	HAPPY	accompanying	0.674	0.861	NA	NA
3397	HAPPY	accompanying	0.665	0.811	NA	NA
3397	THOUGHT	prominent	0.949	0.705	NA	NA
3397	HAPPY	prominent	1.338	1.644	NA	NA
3397	DRESS	prominent	1.385	1.638	NA	NA
3397	BAT	hallucinations	1.021	1.149	NA	NA
3397	STEW	hallucinations	0.701	1.425	NA	NA
3397	HAPPY	hallucinations	0.757	1.858	NA	NA
3397	FACE	hallucinations	0.955	1.813	NA	NA
3397	THOUGHT	hallucinations	0.88	0.904	NA	NA
3397	BAT	and	1.769	1.075	NA	NA
3397	THOUGHT	thought	1.204	0.746	NA	NA
3397	THOUGHT	or	1.069	0.618	NA	NA
3397	STEW	mood	0.6	0.724	NA	NA
3397	HAPPY	disorder	0.651	1.755	NA	NA
3397	THOUGHT	disorder	1.207	0.85	NA	NA
3397	BAT	disorder	0.619	1.047	NA	NA
3397	DRESS	when	1.204	1.327	NA	NA
3397	BAT	travelling	1.432	1.026	NA	NA
3397	DRESS	travelling	0.879	1.538	NA	NA
3397	HAPPY	travelling	0.77	1.387	NA	NA
3397	THOUGHT	on	1.051	1.001	NA	NA
3397	THOUGHT	public	1.205	0.72	NA	NA
3397	HAPPY	public	0.711	0.807	NA	NA
3397	HOAX	roads	0.797	0.8	NA	NA
3397	HAPPY	the	0.432	0.961	NA	NA
3397	HOAX	slow	1.05	0.668	NA	NA
3397	THOUGHT	operating	1.175	0.673	NA	NA
3397	DRESS	operating	0.909	1.09	NA	NA
3397	FACE	operating	0.805	1.543	NA	NA
3397	HAPPY	operating	1.154	1.493	NA	NA
3397	FLEECE	speeds	0.899	2.265	NA	NA
3397	BAT	can	2.131	1.043	NA	NA
3397	THOUGHT	cause	1.155	0.837	NA	NA
3397	THOUGHT	long	1.053	0.889	NA	NA
3397	STEW	queues	0.684	1.399	NA	NA
3397	THOUGHT	or	1.107	0.749	NA	NA
3397	HAPPY	which	0.853	1.039	NA	NA
3397	BAT	can	1.598	1.065	NA	NA
3397	DRESS	delay	0.741	1.672	NA	NA
3397	FACE	delay	0.843	1.631	NA	NA
3397	THOUGHT	or	1.089	0.83	NA	NA
3397	BAT	annoy	1.807	1.038	NA	NA
3397	HOAX	motorists	1.102	0.503	NA	NA
3397	THOUGHT	motorists	1.038	1.463	NA	NA
3397	HAPPY	motorists	0.961	1.507	NA	NA
3397	HAPPY	in	3.642	1.834	NA	NA
3397	BAT	cars	1.488	1	NA	NA
3397	BAT	and	1.686	1.091	NA	NA
3397	THOUGHT	trucks	1.24	0.696	NA	NA
3397	FOOT	your	0.866	0.953	NA	NA
3397	BAT	your	1.136	1.013	NA	NA
3397	HAPPY	descriptions	0.761	1.701	NA	NA
3397	HAPPY	descriptions	0.923	1.119	NA	NA
3397	THOUGHT	descriptions	1.166	0.991	NA	NA
3397	STEW	do	0.783	1.676	NA	NA
3397	THOUGHT	not	1.264	0.965	NA	NA
3397	BAT	accurately	1.757	1.032	NA	NA
3397	YOU	accurately	0.891	1.352	NA	NA
3397	HAPPY	accurately	0.852	1.436	NA	NA
3397	HAPPY	accurately	0.906	1.468	NA	NA
3397	THOUGHT	or	1.049	0.723	NA	NA
3397	GLARE	fairly	1.125	1.541	NA	NA
3397	HAPPY	fairly	0.763	1.681	NA	NA
3397	HAPPY	describe	0.638	1.621	NA	NA
3397	THOUGHT	your	1.078	1.089	NA	NA
3397	BAT	app	1.873	1.144	NA	NA
3397	THOUGHT	functionality	0.981	0.634	NA	NA
3397	THOUGHT	functionality	0.963	1.541	NA	NA
3397	BAT	functionality	0.659	0.595	NA	NA
3397	HAPPY	functionality	0.862	1.776	NA	NA
3397	HAPPY	functionality	0.556	1.527	NA	NA
3397	FLEECE	please	0.834	1.721	NA	NA
3397	FACE	make	0.976	1.744	NA	NA
3397	FOOT	sure	1.097	1.078	NA	NA
3397	BAT	sure	1.205	1.055	NA	NA
3397	BAT	that	1.473	1.089	NA	NA
3397	THOUGHT	your	1.265	0.921	NA	NA
3397	BAT	actions	1.732	1.01	NA	NA
3397	THOUGHT	actions	1.087	0.977	NA	NA
3397	BAT	can	1.739	1.068	NA	NA
3397	BAT	handle	1.203	0.899	NA	NA
3397	FOOT	handle	0.843	0.676	NA	NA
3397	FACE	cases	0.826	1.769	NA	NA
3397	DRESS	cases	0.676	1.349	NA	NA
3397	GLARE	where	1.022	1.57	NA	NA
3397	HAPPY	the	0.556	1.688	NA	NA
3397	STEW	user	0.7	1.597	NA	NA
3397	BAT	user	1.419	0.909	NA	NA
3397	FACE	says	0.887	1.744	NA	NA
3397	THOUGHT	something	0.889	0.642	NA	NA
3397	HAPPY	something	0.911	1.689	NA	NA
3397	HAPPY	incorrect	0.726	1.919	NA	NA
3397	THOUGHT	incorrect	1.003	0.869	NA	NA
3397	DRESS	incorrect	0.971	1.229	NA	NA
3397	HAPPY	depending	0.754	1.511	NA	NA
3397	DRESS	depending	1.224	1.551	NA	NA
3397	HAPPY	depending	0.978	1.721	NA	NA
3397	THOUGHT	on	0.945	0.873	NA	NA
3397	THOUGHT	your	1.267	0.843	NA	NA
3397	BAT	account	1.089	0.794	NA	NA
3397	DRESS	settings	1.233	0.988	NA	NA
3397	HAPPY	settings	0.956	1.729	NA	NA
3397	THOUGHT	your	1.177	0.893	NA	NA
3397	BAT	assistant	1.341	1.029	NA	NA
3397	HAPPY	assistant	0.892	1.376	NA	NA
3397	BAT	assistant	1.432	1.164	NA	NA
3397	HAPPY	experience	1.027	1.689	NA	NA
3397	HAPPY	experience	0.839	1.104	NA	NA
3397	HAPPY	experience	1.048	1.323	NA	NA
3397	DRESS	experience	1.303	0.673	NA	NA
3397	FACE	may	0.94	2.013	NA	NA
3397	FLEECE	be	0.683	1.356	NA	NA
3397	HAPPY	limited	0.852	1.643	NA	NA
3397	HAPPY	limited	0.606	1.276	NA	NA
3397	DRESS	limited	1.186	1.406	NA	NA
3397	STEW	to	0.464	1.413	NA	NA
3397	HAPPY	things	0.923	1.631	NA	NA
3397	DRESS	web	1.202	0.992	NA	NA
3397	HAPPY	results	0.769	1.734	NA	NA
3397	THOUGHT	results	1.121	0.708	NA	NA
3397	HOAX	jokes	0.948	0.73	NA	NA
3397	BAT	and	1.577	1.115	NA	NA
3397	HOAX	local	0.907	0.818	NA	NA
3397	BAT	local	1.374	0.864	NA	NA
3397	HAPPY	info	0.59	1.414	NA	NA
3397	HOAX	info	1.038	0.439	NA	NA
3397	BAT	approved	1.608	1.042	NA	NA
3397	STEW	approved	0.846	0.86	NA	NA
3397	GIRL	version	1.222	1.209	NA	NA
3397	THOUGHT	version	1.184	1.06	NA	NA
3397	DRESS	identification	1.343	1.694	NA	NA
3397	HAPPY	identification	0.915	1.633	NA	NA
3397	HAPPY	identification	6.471	2.088	NA	NA
3397	FACE	identification	0.89	1.57	NA	NA
3397	THOUGHT	identification	1.284	0.777	NA	NA
3397	HOAX	should	0.874	1.638	NA	NA
3397	THOUGHT	not	1.226	0.814	NA	NA
3397	FLEECE	be	0.802	1.2	NA	NA
3397	HAPPY	included	0.949	1.395	NA	NA
3397	STEW	included	0.824	0.808	NA	NA
3397	DRESS	included	0.978	1.209	NA	NA
3397	DRESS	when	1.262	1.47	NA	NA
3397	HAPPY	removing	1.187	1.685	NA	NA
3397	STEW	removing	1.025	1.277	NA	NA
3397	HAPPY	removing	0.981	1.721	NA	NA
